"","MLS.Number","Status","Area","Street.Number","Street.Dir.Prefix","Street.Name","Street.Type","Street.Dir.Suffix","Unit.Number","X..Beds.Total","X..Baths.Full","X..Baths.Half","X..Living","X..Stories","X..Garage.Spaces","Year.Built","Sqft.Total","LP.SqFt","List.Price","S...SF","Sold.Lease.Price","Sold.Lease.Date","ADOM","CDOM","age","relisted","soldMonth","listMonth","floor","Price.Diff","condoSize"
"141",5305577,"Sold","DT",360,"","Nueces","ST","","1102",2,2,0,1,"1",2,2008,1059,"523.98","554900","$511.57","541750","12-09-2015",131,131,8,0,"12","07","1",-13150,"medium"
"142",8461789,"Sold","DT",1704,"","West","Ave","","303",2,2,1,1,"1",2,1986,1560,"368.59","575000","$350.64","547000","07-14-2015",3,3,30,0,"07","07","3",-28000,"medium"
"143",9332929,"Sold","DT",800,"","Brazos","ST","","1208",2,2,0,1,"1",1,1949,1324,"424.77","562400","$415.41","550000","07-06-2015",14,14,67,0,"07","06","1",-12400,"medium"
"144",3318477,"Sold","DT",360,"","Nueces","ST","","4104",2,2,0,1,"1",2,2008,998,"558.55","557430","$556.11","555000","05-21-2015",5,5,8,0,"05","05","4",-2430,"small"
"145",9817555,"Sold","DT",360,"","Nueces","ST","","2302",2,2,0,1,"1",2,2008,1059,"533.52","565000","$525.26","556250","05-20-2015",46,46,8,0,"05","04","2",-8750,"medium"
"146",5333643,"Sold","DT",360,"","Nueces","ST","","2202",2,2,0,1,"1",2,2008,1059,"542.97","575000","$528.33","559500","08-14-2015",5,5,8,0,"08","08","2",-15500,"medium"
"147",9731947,"Sold","DT",360,"","Nueces","ST","","1502",2,2,0,1,"1",2,2008,1059,"533.52","565000","$531.16","562500","09-15-2015",34,34,8,0,"09","08","1",-2500,"medium"
"148",4959889,"Sold","DT",800,"W","5th","ST","","906",1,1,0,1,"1",1,2003,1161,"489.66","568500","$489.66","568500","11-17-2015",8,8,13,0,"11","11","9",0,"medium"
"149",6079555,"Sold","DT",360,"","Nueces","ST","","2602",2,2,0,1,"1",2,2008,1059,"542.97","575000","$537.30","569000","07-10-2015",9,9,8,0,"07","07","2",-6000,"medium"
"150",9859751,"Sold","DT",360,"","Nueces","ST","","2102",2,2,0,1,"1",2,2008,1059,"542.97","575000","$538.24","570000","11-20-2015",35,35,8,0,"11","10","2",-5000,"medium"
"151",6485338,"Sold","DT",360,"","Nueces","ST","","917",2,2,0,1,"1",2,2008,1115,"528.25","589000","$515.70","575000","03-18-2015",123,123,8,0,"03","11","9",-14000,"medium"
"152",5038710,"Sold","DT",507,"","Sabine","ST","","905",2,2,0,1,"1",2,2007,1456,"412.02","599900","$394.92","575000","04-20-2015",12,12,9,0,"04","04","9",-24900,"medium"
"153",2762662,"Sold","DT",360,"","Nueces","ST","","3702",1,1,1,1,"1",2,2008,1059,"555.15","587900","$542.97","575000","06-15-2015",10,10,8,0,"06","06","3",-12900,"medium"
"154",7370025,"Sold","DT",360,"","Nueces","ST","","1202",1,2,0,2,"1",2,2008,1059,"547.64","579950","$547.64","579950","05-28-2015",150,150,8,0,"05","12","1",0,"medium"
"155",1123060,"Sold","DT",360,"","Nueces","ST","","1116",2,2,0,1,"1",2,2008,1117,"525.96","587500","$521.49","582500","10-07-2015",10,10,8,0,"10","09","1",-5000,"medium"
"156",8576303,"Sold","DT",360,"","Nueces","ST","","1316",2,2,0,1,"1",2,2008,1117,"525.96","587500","$525.96","587500","07-28-2015",14,14,8,0,"07","07","1",0,"medium"
"157",4137863,"Sold","DT",360,"","Nueces","ST","","2502",2,2,0,1,"1",2,2008,1059,"561.85","595000","$557.13","590000","01-29-2016",177,177,8,0,"01","08","2",-5000,"medium"
"158",8090792,"Sold","DT",360,"","Nueces","ST","","1217",2,2,0,1,"1",2,2008,1115,"537.22","599000","$531.84","593000","06-12-2015",21,21,8,0,"06","05","1",-6000,"medium"
"159",4641882,"Sold","DT",210,"","Lavaca","ST","","3209",1,1,0,1,"1",1,2011,641,"928.24","595000","$928.24","595000","04-29-2015",3,3,5,0,"04","04","3",0,"small"
"160",7283967,"Sold","DT",210,"","Lavaca","ST","","2612",1,1,0,1,"1",1,2011,642,"964.17","619000","$933.02","599000","04-27-2015",56,56,5,0,"04","03","2",-20000,"small"
"161",5497956,"Sold","DT",210,"","Lavaca","ST","","3012",1,1,0,1,"1",1,2011,642,"965.73","620000","$942.37","605000","01-05-2016",39,39,5,0,"01","11","3",-15000,"small"
"162",1876817,"Sold","DT",54,"","Rainey","ST","","801",2,2,0,1,"1",2,2006,1289,"504.19","649900","$470.33","606250","06-25-2015",34,34,10,0,"06","05","8",-43650,"medium"
"163",3550003,"Sold","DT",360,"","Nueces","ST","","1205",2,2,0,1,"1",2,2008,1225,"530.53","649900","$506.12","620000","07-24-2015",27,27,8,0,"07","06","1",-29900,"medium"
"164",2474673,"Sold","DT",360,"","Nueces","ST","","1011",2,2,0,1,"1",2,2008,1221,"523.75","639500","$520.07","635000","10-01-2015",117,117,8,0,"10","06","1",-4500,"medium"
"165",2706998,"Sold","DT",98,"","San Jacinto","BLVD","","1201",1,1,0,1,"1",1,2010,806,"825.06","665000","$794.04","640000","03-24-2015",4,4,6,0,"03","03","1",-25000,"small"
"166",5532744,"Sold","DT",603,"","Davis","ST","","1911",2,2,0,1,"1",2,2006,1219,"553.73","675000","$533.22","650000","10-30-2015",71,71,10,0,"10","08","1",-25000,"medium"
"167",4504270,"Sold","DT",40,"N","INTERSTATE 35","","","6A3",2,2,0,1,"1",2,1983,1743,"401.03","699000","$380.09","662500","02-01-2016",18,18,33,0,"02","01","6",-36500,"medium"
"168",8466834,"Sold","DT",360,"","Nueces","ST","","4304",2,2,0,1,"1",2,2008,998,"700.4","699000","$666.33","665000","06-25-2015",77,77,8,0,"06","04","4",-34000,"small"
"169",1914464,"Sold","DT",360,"","Nueces","ST","","1709",2,2,0,1,"1",2,2008,1244,"553.86","689000","$534.57","665000","06-08-2015",7,7,8,0,"06","06","1",-24000,"medium"
"170",7149923,"Sold","DT",360,"","Nueces","ST","","1809",2,2,0,1,"1",2,2008,1244,"561.9","699000","$535.93","666700","08-21-2015",4,4,8,0,"08","08","1",-32300,"medium"
"171",1695268,"Sold","DT",54,"","Rainey","ST","","706",2,2,0,1,"1",2,2005,1341,"512.68","687500","$499.63","670000","08-14-2015",168,168,11,0,"08","02","7",-17500,"medium"
"172",8229240,"Sold","DT",1801,"","Lavaca","ST","","6H6J",2,3,0,1,"1",0,1964,2257,"307.93","695000","$303.50","685000","01-08-2016",196,196,52,0,"01","06","6",-10000,"large"
"173",3175194,"Sold","DT",54,"","Rainey","ST","","302",3,2,0,1,"1",2,2005,1557,"449.26","699500","$443.16","690000","08-24-2015",149,149,11,0,"08","03","3",-9500,"medium"
"174",8465063,"Sold","DT",360,"","Nueces","ST","","3409",2,2,0,1,"1",2,2008,1244,"586.01","729000","$562.70","699999","10-05-2015",98,98,8,0,"10","06","3",-29001,"medium"
"175",3329066,"Sold","DT",98,"","San Jacinto","BLVD","","602",1,1,0,1,"1",1,2010,1169,"683.49","799000","$633.02","740000","05-15-2015",76,76,6,0,"05","02","6",-59000,"medium"
"176",7655844,"Sold","DT",360,"","Nueces","ST","","2509",2,2,0,1,"1",2,2008,1244,"598.79","744900","$594.86","740000","09-16-2015",45,45,8,0,"09","08","2",-4900,"medium"
"177",5863619,"Sold","DT",360,"","Nueces","ST","","3509",2,2,0,1,"1",2,2008,1244,"602.81","749900","$597.27","743000","12-03-2015",25,25,8,0,"12","11","3",-6900,"medium"
"178",1058701,"Sold","DT",98,"","San Jacinto","BLVD","","2103",1,1,0,1,"1",2,2010,1060,"787.64","834900","$701.89","744000","10-28-2015",64,326,6,262,"10","08","2",-90900,"medium"
"179",4193759,"Sold","DT",800,"W","5th","ST","","905",2,2,0,1,"1",2,2003,1482,"506.07","750000","$506.07","750000","07-23-2015",3,3,13,0,"07","07","9",0,"medium"
"180",3285969,"Sold","DT",200,"","Congress","Ave","","23A",1,1,1,1,"1",1,2008,1225,"673.47","825000","$673.47","825000","05-15-2015",171,171,8,0,"05","11","2",0,"medium"
"181",5353021,"Sold","DT",210,"","Lavaca","ST","","2203",1,1,0,1,"1",1,2011,1149,"778.94","895000","$722.37","830000","11-10-2015",79,79,5,0,"11","08","2",-65000,"medium"
"182",9521684,"Sold","DT",555,"E","5th","ST","","2703",2,2,0,1,"1",2,2004,1587,"534.97","849000","$531.82","844000","10-09-2015",219,219,12,0,"10","03","2",-5000,"medium"
"183",6809404,"Sold","DT",360,"","Nueces","ST","","1612",2,2,0,1,"1",2,2008,1516,"564.64","856000","$560.03","849000","04-17-2015",24,24,8,0,"04","03","1",-7000,"medium"
"184",4328759,"Sold","DT",98,"","San Jacinto","BLVD","","2603",1,1,0,1,"1",2,2010,1060,"800.94","849000","$800.94","849000","12-03-2015",130,130,6,0,"12","07","2",0,"medium"
"185",8166259,"Sold","DT",200,"","CONGRESS","Ave","","14B",1,1,1,1,"1",1,2008,1295,"655.6","849000","$656.37","850000","04-13-2015",114,114,8,0,"04","12","1",1000,"medium"
"186",4054854,"Sold","DT",98,"","San Jacinto","BLVD","","706",2,2,0,1,"1",2,2010,1271,"708.03","899900","$668.76","850000","08-31-2015",205,205,6,0,"08","02","7",-49900,"medium"
"187",9699120,"Sold","DT",210,"","LAVACA","ST","","2304",1,2,0,2,"1",1,2011,1169,"769.03","899000","$727.12","850000","02-17-2016",129,129,5,0,"02","10","2",-49000,"medium"
"188",1149613,"Sold","DT",200,"","Congress","Ave","","11B",1,1,1,1,"1",1,2008,1295,"675.68","875000","$660.23","855000","06-15-2015",45,45,8,0,"06","05","1",-20000,"medium"
"189",9253052,"Sold","DT",555,"E","5th","ST","","2803",2,2,0,1,"1",2,2004,1587,"547.57","869000","$541.90","860000","06-01-2015",15,15,12,0,"06","05","2",-9000,"medium"
"190",1726206,"Sold","DT",200,"","Congress","Ave","","17B",1,1,1,1,"1",1,2008,1295,"683.4","885000","$671.81","870000","06-26-2015",16,16,8,0,"06","06","1",-15000,"medium"
"191",1813240,"Sold","DT",210,"","Lavaca","ST","","1811",2,2,1,1,"1",2,2011,1423,"667.6","950000","$657.06","935000","05-21-2015",52,52,5,0,"05","03","1",-15000,"medium"
"192",9557305,"Sold","DT",200,"","CONGRESS","Ave","","15C",2,2,0,2,"1",2,2008,1464,"682.99","999900","$665.98","975000","05-29-2015",181,181,8,0,"05","11","1",-24900,"medium"
"193",6636947,"Sold","DT",555,"E","5th","ST","","2901",2,2,1,1,"1",2,2004,1755,"566.95","995000","$561.25","985000","12-30-2015",10,10,12,0,"12","12","2",-10000,"medium"
"194",5904113,"Sold","DT",411,"","Brazos","ST","","220",2,2,0,3,"1",2,1925,2697,"387.47","1045000","$374.49","1010000","01-11-2016",29,142,91,113,"01","12","2",-35000,"large"
"195",4585840,"Sold","DT",54,"","Rainey","ST","","902",3,4,0,3,"1",4,2005,2746,"370.72","1018000","$378.73","1040000","12-16-2015",19,66,11,47,"12","11","9",22000,"large"
"196",1856765,"Sold","DT",54,"","Rainey","ST","","PH02",2,2,1,2,"1",2,2005,1927,"672.03","1295000","$551.19","1062150","06-10-2015",112,112,11,0,"06","02","0",-232850,"large"
"197",2589004,"Sold","DT",555,"E","5th","ST","","2829",2,2,1,1,"1",3,2004,2099,"571.7","1200000","$524.06","1100000","11-09-2015",9,9,12,0,"11","10","2",-1e+05,"large"
"198",4120924,"Sold","DT",98,"","San Jacinto","","","1504",2,2,1,1,"1",2,2010,1378,"834.54","1150000","$823.66","1135000","07-30-2015",5,5,6,0,"07","07","1",-15000,"medium"
"199",8068344,"Sold","DT",54,"","Rainey","ST","","PH01",3,3,0,1,"1",2,2005,2120,"566.04","1200000","$537.74","1140000","12-18-2015",11,11,11,0,"12","12","0",-60000,"large"
"200",3602694,"Sold","DT",98,"","San Jacinto","BLVD","","709",2,2,1,1,"1",2,2010,1815,"713.5","1295000","$633.61","1150000","04-02-2015",19,19,6,0,"04","03","7",-145000,"medium"
"201",6460641,"Sold","DT",98,"","San Jacinto","BLVD","","708",2,2,1,2,"1",2,2010,1672,"774.52","1295000","$747.61","1250000","05-19-2015",116,223,6,107,"05","01","7",-45000,"medium"
"202",9168452,"Sold","DT",98,"","San Jacinto","BLVD","","608",2,2,1,2,"1",2,2010,1672,"774.52","1295000","$747.61","1250000","09-29-2015",135,135,6,0,"09","05","6",-45000,"medium"
"203",2931084,"Sold","DT",200,"","Congress","Ave","","16D",2,2,0,1,"1",2,2008,1609,"838.41","1349000","$807.33","1299000","05-07-2015",8,8,8,0,"05","04","1",-50000,"medium"
"204",5041041,"Sold","DT",98,"","San Jacinto","BLVD","","709",2,2,1,1,"1",2,2010,1815,"768.6","1395000","$757.58","1375000","02-04-2016",115,115,6,0,"02","10","7",-20000,"medium"
"205",6708613,"Sold","DT",200,"","Congress","Ave","","20E",2,2,0,1,"1",2,2008,1918,"779.46","1495000","$729.67","1399500","12-04-2015",141,141,8,0,"12","07","2",-95500,"large"
"206",8718303,"Sold","DT",200,"","Congress","Ave","","14F",2,2,1,2,"1",2,2008,1926,"752.34","1449000","$726.90","1400000","07-22-2015",26,26,8,0,"07","06","1",-49000,"large"
"207",7969153,"Sold","DT",210,"","Lavaca","ST","","2312",2,2,1,1,"1",0,2011,1587,"945.18","1500000","$888.47","1410000","11-19-2015",100,100,5,0,"11","08","2",-90000,"medium"
"208",6611367,"Sold","DT",360,"","Nueces","ST","","3002",3,2,1,1,"1",4,2008,2057,"726.79","1495000","$700.05","1440000","04-14-2015",125,125,8,0,"04","12","3",-55000,"large"
"209",7920726,"Sold","DT",200,"","CONGRESS","Ave","","30E",2,2,0,1,"1",2,2008,1918,"883.73","1695000","$756.00","1450000","04-30-2015",465,465,8,0,"04","01","3",-245000,"large"
"210",1136176,"Sold","DT",200,"","CONGRESS","Ave","","13F",2,2,1,1,"1",2,2008,1926,"765.84","1475000","$759.35","1462500","08-10-2015",26,26,8,0,"08","07","1",-12500,"large"
"211",6611462,"Sold","DT",200,"","Congress","Ave","","16F",2,2,1,1,"1",2,2008,1926,"804.26","1549000","$760.64","1465000","06-29-2015",29,29,8,0,"06","05","1",-84000,"large"
"212",7676720,"Sold","DT",200,"","Congress","Ave","","28SW",2,2,1,1,"1",2,2008,1785,"938.38","1675000","$861.34","1537500","10-01-2015",77,77,8,0,"10","07","2",-137500,"medium"
"213",1195169,"Sold","DT",200,"","CONGRESS","Ave","","29G",2,2,1,1,"1",2,2008,1920,"882.81","1695000","$807.29","1550000","05-29-2015",0,334,8,334,"05","05","2",-145000,"large"
"214",8806973,"Sold","DT",98,"","San Jacinto","BLVD","","1406",2,2,1,1,"1",2,2010,1853,"890.45","1650000","$863.46","1600000","03-27-2015",42,42,6,0,"03","02","1",-50000,"medium"
"215",1312003,"Sold","DT",200,"","CONGRESS","Ave","","29E",2,2,0,2,"1",2,2008,1918,"860.27","1650000","$853.75","1637500","06-12-2015",87,87,8,0,"06","03","2",-12500,"large"
"216",6212407,"Sold","DT",98,"","San Jacinto","BLVD","","2101",2,2,1,1,"1",2,2010,1516,"1184.04","1795000","$1,088.39","1650000","10-21-2015",7,7,6,0,"10","10","2",-145000,"medium"
"217",8482611,"Sold","DT",210,"","Lavaca","ST","","3101",2,2,1,1,"1",2,2011,1953,"947.26","1850000","$883.26","1725000","08-04-2015",13,13,5,0,"08","07","3",-125000,"large"
"218",4376298,"Sold","DT",200,"","CONGRESS","Ave","","43ST",2,2,0,1,"1",3,2014,1969,"1015.24","1999000","$939.56","1850000","12-29-2015",77,77,2,0,"12","10","4",-149000,"large"
"219",9506307,"Sold","DT",210,"","Lavaca","ST","","2401",2,2,1,1,"1",2,2011,1953,"1021.51","1995000","$998.46","1950000","11-16-2015",10,10,5,0,"11","11","2",-45000,"large"
"220",5706113,"Sold","DT",210,"","Lavaca","ST","","2503",3,3,0,1,"1",2,2011,2162,"971.32","2100000","$913.51","1975000","03-11-2016",75,75,5,0,"03","12","2",-125000,"large"
"221",7319159,"Sold","DT",98,"","San Jacinto","BLVD","","1103",2,2,1,3,"1",3,2010,2707,"858.88","2325000","$831.18","2250000","01-15-2016",107,107,6,0,"01","09","1",-75000,"large"
"222",6818211,"Sold","DT",200,"","Congress","Ave","","38SE",2,2,1,1,"1",3,2008,2082,"1176.75","2450000","$1,119.12","2330000","10-06-2015",11,11,8,0,"10","09","3",-120000,"large"
"223",2754611,"Sold","DT",98,"","San Jacinto","BLVD","","2102",2,2,1,3,"1",3,2010,2692,"995.54","2680000","$900.82","2425000","09-30-2015",105,105,6,0,"09","06","2",-255000,"large"
"224",2213425,"Sold","DT",200,"","CONGRESS","Ave","","32NW",2,2,1,1,"1",3,2014,2822,"955","2695000","$885.90","2500000","02-25-2016",41,41,2,0,"02","01","3",-195000,"large"
"225",4267705,"Sold","DT",210,"","LAVACA","ST","","2105",3,3,1,1,"1",2,2011,3073,"959.97","2950000","$927.43","2850000","10-29-2015",39,39,5,0,"10","09","2",-1e+05,"large"
"226",7183659,"Sold","DT",98,"","San Jacinto","BLVD","","2604",3,3,1,3,"1",3,2010,3452,"867.61","2995000","$867.61","2995000","12-02-2015",382,382,6,0,"12","11","2",0,"large"
"227",4350080,"Sold","DT",210,"","Lavaca","","","2405",3,2,1,1,"1",2,2011,3498,"1000.29","3499000","$886.22","3100000","12-23-2015",44,44,5,0,"12","11","2",-399000,"large"
"228",5073618,"Sold","DT",200,"","Congress","Ave","","34M",3,3,1,2,"1",3,2008,3174,"1023.94","3250000","$1,023.94","3250000","10-21-2015",219,219,8,0,"10","03","3",0,"large"
"229",1522652,"Sold","DT",200,"","CONGRESS","Ave","","19DE",3,3,0,2,"1",3,2008,3475,"1005.76","3495000","$955.40","3320000","04-20-2015",47,124,8,77,"04","03","1",-175000,"large"
"230",9746054,"Sold","DT",210,"","Lavaca","","","3105",3,2,1,1,"1",3,2011,3498,"1100.63","3850000","$1,029.16","3600000","01-27-2016",45,76,5,31,"01","12","3",-250000,"large"
